"fact","id"
"to enhance  means  to increase","b952-4ad0-732a-7cdd"
"to exhale  means  to release","db10-d17e-ddad-d545"
"to get a better look at  means  to see better","ae0b-1df7-6167-ecc5"
"to get hot  means  become hot","a31e-1af6-3adc-a0b4"
"to give off  means  to be the source of","c273-104b-3c47-f637"
"to happen  means  to occur","24c1-532c-1322-2dc3"
"to have a function  is similar to  to be responsible for","99fc-c23d-a1f5-19a0"
"to help  means  to aid","9d82-eb5c-44c1-f10d"
"to help; to benefit  means  to be of use","a8e1-376d-a65c-d56c"
"to hover  means  to stay in place in the air","1eef-7771-64a6-1d93"
"to hurt  means  to harm","7159-d1fa-5784-4a1e"
"to impact  means  to affect","7dc9-24ac-4c93-866e"
"to improve  means  to have a positive impact","3022-b0dc-604d-b0d7"
"to inhibit  means  to prevent","83fc-2b11-a88e-56cd"
"to keep a process or event happening is similar to  causing that process or event to happen","87fc-9f14-db43-7f99"
"to keep something from happening  means  to prevent that something","2a3e-40ec-e187-c0d2"
"to last longer  means  to be available longer","7b14-3b1d-7f2e-ae55"
"to lift  means  to move up","a650-d8d9-199a-6170"
"to limit  means  to decrease","0714-a69b-67e1-fc94"
"to lose  means  to have less of","75e9-85f3-cc73-27cf"
"to lower  means  to decrease","7b3b-3c56-8e8b-ab1c"
"to make  means  to invent","83be-648d-f63f-3270"
"to make  means  to form","bed3-1cec-6cf8-d027"
"to make something easier means  to help","ff68-4699-0671-f8b7"
"to match  means  to be the same","cdff-c958-e7f4-227a"
"to observe  means  to gather information","13d5-3248-93e0-97df"
"to pass  means  to occur","50d7-9492-5143-d88b"
"to preserve food means  to keep fresh food from spoiling","59a4-b2fa-5937-4f14"
"to prevent the occurence of an event means  to decrease the occurence of the event","f557-1bfc-f95b-375d"
"to produce  means  to create","c23b-f665-cd04-dafd"
"to protect  means  to make safe","578b-10b3-d171-7b7c"
"to protect  means  to defend","142e-2fac-bb31-2e5d"
"to provide something means  to be the source of that something","acf6-d100-2553-e4ac"
"to put on  means  to wear","5a57-e1e0-4c65-262d"
"to receive sunlight means  to absorb sunlight","5e35-243f-81ab-5eef"
"to remain  means  to not change","e931-7db5-7b7d-6c1a"
"to remain  means  to stay the same","bd6d-bd54-cd46-7e74"
"to reproduce  means  to have; to produce offspring","5c25-2129-40a6-71ea"
"to restore  means  to return to a better state","8726-c09d-4a3b-e814"
"to roam  means  to move to various locations","3347-b1a5-6757-f53d"
"to rotate  means  to complete a rotation","3681-33ce-b63b-2749"
"to round  means  to make more round","3497-0826-74ec-c9cf"
"to rub; to rub together  means  to move against","c4a5-564d-59d0-1074"
"to run on  means  to use as an energy source","b320-8125-95c4-8c27"
"to scrape  means  to scratch","a5d3-7ecf-1243-bfaf"
"to see  means  to look","faab-3e71-cd3d-575c"
"to send  means  to transfer","56bc-389e-d138-7308"
"to serve as  means  to be used as","9ed4-1adc-4024-73b1"
"to shine  means  to emit light","959c-173d-683c-65a7"
"to ship  means  to transport","ea8e-80e0-fecc-1b9f"
"to shorten  means  to make shorter","d082-bdb2-b20a-30de"
"to show  means  to present","0f65-4fa3-49b1-0794"
"to show  means  to display","2597-f6ee-6a92-2ec6"
"to slow; to slow down  means  to decrease in speed","2b25-38c6-eff6-e6bc"
"to store  means  to hold","0f02-bd0a-c36c-0bbc"
"to tell the difference between things means  to classify those things","4448-2467-9571-5878"
"to touch  means to contact","2a06-2a73-ddc5-b6c8"
"to transfer  means  to bring; to get something to","e6e9-5116-7ff3-0590"
"to transform  means  to convert","539c-ccfe-688f-27f6"
"to turn  means  to convert","520b-e7fa-600c-d598"
"to turn  means  to change","dfa9-fbe6-0fdf-502c"
"to vary  means  to differ","567f-1878-8555-aa7d"
"to view  means  to see","3436-66c9-9e0a-3a8b"
"to watch  means  to look at","56be-ce78-ec19-1c61"
"to work  means  to function","ab06-c1d9-7d2f-2f01"
"touching something means  feeling that something","6722-33ad-ff6e-30b3"
"towards  means  closer to something","d455-45e9-2aa5-da1b"
"transferring  is similar to  giving","b730-7885-2f2d-d737"
"transferring  is similar to  adding","d56e-bff7-b1f5-a8f4"
"transferring  is similar to  supplying","0a6f-6cda-f364-a708"
"transport  means  to move; to make travel","48be-b112-3323-84b6"
"travel  means  to move","f5f4-d4dd-cf26-09d5"
"turning  is similar to  changing","3f89-cd54-3ef0-2430"
"using less of a resource means  conserving that resource","9130-a03b-85d4-9a10"
"viewing  means  observing light","54bb-adb6-1968-eac6"
"warm up  means  increase temperature","f0a6-ff41-4499-55a5"
"washing out  means  being moved from  by water","0902-751a-e13d-ac41"
"to change  means  to have an effect","e6a3-b433-9d25-fd98"
"damage   means harm","e36b-5464-c253-5b04"
"a baby   means the offspring of a parent","75d4-1f81-cb21-f793"
"a property   is similar to a factor","cbec-3f65-5c06-d9cf"
"a part of a process   means a stage in a process","a2f5-52da-5487-7e66"
"a step in a process   means a stage in a process","e5d4-2c6c-1ee0-4b0b"
"a cause of something   is a reason for that something","ac5e-7fdf-8cec-126d"
"locating  means  determining","e55f-94d4-07d2-8c51"
"liquid; solid   means nongaseous","b0a7-77f2-4132-52c0"
"investigating a stage of something means  investigating that something","50a9-e4d7-21ed-8c2e"
"taking in and releasing  means  exchanging","b134-bede-e140-fbb7"
"table salt   means sodium chloride","8c06-332a-4c9d-9974"
"to disappear behind  means  to move behind","e3ef-dc1e-a5d7-b85a"
"pumping water means  removing water","be8c-0d0d-d929-2765"
"a disadvantage   is  a negative impact","4b19-6562-88d8-292b"
"push out  means  expel","48a9-a625-e045-fccb"
"continuation of a species means  survival of that species","523e-3109-b9cc-44e5"
"rolling down  is similar to  falling","0478-b243-e592-8add"
"level   is similar to amount; quantity","1419-9017-3c9a-6892"
"medium   is similar to average","5949-50af-19b8-4ea2"
"typically   means usually","07a9-f0d1-4283-15f0"
"a kind of something   is  classified as that something","40fe-6d70-26c7-3493"
"the parent cell   is the original cell","40a4-4ed8-84b0-66b3"
"to produce  means  to result in","cccb-d2de-889d-082b"
"to detect  means  to find","4820-f6e1-cd6e-795d"
"to move toward  means  to move nearer","1788-779b-f5dd-b9b3"
"to land on the ground means  to hit the ground","cb41-ca46-d7b0-e25b"
"to distinguish  means  to tell the difference between","f7dc-b6c2-593e-b623"
"to look like  means  to have the visual properties of","d434-9a47-411a-4a72"
"food   is what an animal eats","b684-6073-28ff-9425"
"to change  means  to become different","c205-b39d-867c-d6e0"
"to regulate  means  to maintain the speed of a process","8534-1642-cb77-64f8"
"to be involved in something means  to have a role in something","5259-86ec-c32c-8767"
"land area   means land mass","f5fa-0c38-b157-f042"
"to transfer  is similar to  transport","2195-1c32-9287-b22e"
"to be made of something means  to be formed of that something","002c-82e0-899f-f9b3"
"to be released  is similar to  escape","0297-8abc-cdcb-f36f"
"to be filled with  means  to contain","1ed5-5adc-34d4-914d"
"a celestial body travelling around another celestial body means that celestial body completes a cycle around that other celestial body","958c-a3ce-61bc-8da1"
"to decompose  means  to decay","1289-ce2d-0805-1e98"
"to be lowered into a substance means  to be placed into that substance","7030-f9d4-fe43-b182"
"to cause an event is similar to  being involved in that event","55ff-93d9-0729-dfdc"
"gamete   means sex cell","b967-c0d7-082a-b2c0"
"development   is similar to production","a51a-773e-8610-1952"
"to be affected by something is similar to  depending on something","66b0-f6c0-bcac-dbdd"
"made of  is similar to  contains","827c-ce58-e239-8411"
"a cavern   is a cave","b2ef-8a6d-826d-aad7"
"underground   means under ground","4069-e97b-710d-a94f"
"region   means place","29e9-f4c3-2c2d-bc63"
"to contribute  is similar to  produce","c1c4-7f5d-c29b-76c6"
"the chemistry of something   is similar to what that something is made of","b857-4526-35aa-007c"
"left in the sun means  exposed to the sun","2655-9071-3456-3a2c"
"to conserve  means  to not change","143e-9cd6-64d6-2c2c"
"revolve once  means  to complete a revolution","12bd-8d59-15c1-b412"
"a measure of time   is a length of time","99be-2eb4-339a-e865"
"photosynthesizing  means  performing photosynthesis","cefb-90ef-b740-0cfb"
"to undergo  is similar to  to pass through","d429-0db4-7c9e-0b2e"
"unchanged   means not changed","65fb-d9e1-336f-437e"
"physical fitness   is similar to athletic ability","1b52-10cf-d007-3504"
"m/s   means meters per second","2596-5b2d-29ed-5dac"
"nucleus   is synonymous with core; center","ca15-84ee-1d71-670e"
"a body cell   means a somatic cell","e699-3aa0-0cda-d7c8"
"to try  means  to make an effort","9dae-f95b-acc1-8815"
"to conclude  means  to make a conclusion","b504-dab4-555a-60c3"
"separating  is similar to  breaking","908d-107b-7c2c-6a16"
"decomposing  is similar to  separating","dbc8-ff8d-a632-45b1"
"worldwide temperature   means atmospheric temperature","cc2e-8a8b-7b54-a999"
"a coast   is a coastal area","03ab-a8e4-e46d-24a6"
"marine   is similar to water","3460-4537-6ea0-dbcc"
"mountain area   means mountain range","2e2b-8ec1-b134-3e70"
"no longer   means used to be","63a7-ea04-bdff-6d2c"
"eliminate  means  remove","3d7f-11b1-07b1-be51"
"contaminated   means polluted","cc22-d739-2aaf-0d63"
"avoiding  is similar to  preventing","b7ac-ab66-972f-3a6d"
"chance   means likelihood","700e-ed5f-6512-d90d"
"trial   is synonymous with test","40f4-2c50-06f2-8006"
"experiment   is synonymous with test","bcaf-c7af-19d2-3358"
"to repeat an experiment means  to perform multiple trials of the same experiment","8c64-32a4-76f9-2fd9"
"to improve the chances means  to increase the likelihood","245c-af44-a0e8-4310"
"appear   is similar to apparent","06c3-a0a5-1428-9867"
"Fe   is the chemical symbol for iron","b9a8-9112-1c04-6994"
"O   is the chemical symbol for oxygen","2e9a-c7bc-42e2-19ec"
"cheap   is similar to inexpensive","0911-8111-9140-c6eb"
"variation   means variety","00ba-0ac4-594d-35aa"
"crustal plate   means tectonic plate","ea4f-510c-5ad1-1a76"
"to change into  means  to form","e156-6d5a-88c7-4edc"
"dead plants   means dead plant material","2ce2-ff8c-2d8a-2242"
"useful   means  able to be used","3bb7-feb2-78e2-7baf"
"adapt  is similar to  evolve","3dcd-655b-4819-fd56"
"to attract females; males means  to attract mates","070c-358a-2c80-f586"
"property   is similar to measurement","c224-58b7-96eb-307c"
"to modify  means  to change","9c30-239c-0a96-3518"
"to move away  means  to increase distance","a9bc-1121-8bef-d0ac"
"rays of the sun   means sunlight","ad6f-3f53-e4cd-2306"
"producing  is similar to  releasing","3c0a-2663-63e8-310e"
"cell activity   means cell process","7763-e225-ec04-d3c9"
"to obtain  means  to get","e8bd-2e06-a432-695f"
"weather forecast   means weather prediction","9b62-faf7-eb4e-6b25"
"plus   means  to combine","daf6-36d5-585b-7a97"
"replacing  is similar to  recycling","b303-afef-dbbb-5f22"
"coordinate  is similar to  control","3482-18b1-1975-ac0d"
"locomotion   means movement","92aa-5e02-478d-dab9"
"quickly   means in a short period of time","2eb8-2624-4fe4-d28c"
"must have  means  require","c175-5e4f-945c-cb47"
"maintain  is similar to  control","fd6c-b63c-28aa-c1e2"
"changing an ecosystem is similar to  disrupting an ecosystem","5308-44ff-2f95-749f"
"to be a source of something means  to cause that something","4bc3-00d6-bc97-8838"
"to gain  means  to obtain","3b63-407c-1b54-7418"
"organ system   means body system","0031-1d31-516c-7c1e"
"to be formed by  is similar to  being produced by","2ca1-e3e5-5ac9-95c7"
"deplete  is similar to  decrease","f2d6-29ba-1070-12fd"
"blue eyes   are similar to  light eyes","e8a2-95d9-1461-044a"
"chemical reaction   means chemical bonds change","5750-60fc-7115-4cae"
"to change  means  to cause a change","50fa-82d9-2062-4967"
"to lack  means  to not have","b2f8-8460-b200-8079"
"obtain  is similar to  receive","61ab-a404-0663-e672"
"located  means  situated","4cfe-a10c-34b1-dbd4"
"to pass  means  to transfer","36a5-743c-afb1-f194"
"constant   is similar to same","f4cc-c5a9-917d-e041"
"additional force   is similar to outside force","30b5-a3e6-6ff9-56ac"
"to digest  means  to break down food","7c9c-225e-5d6d-39ea"
"to keep something occurring means  to cause that something to occur","c108-4bce-dd8b-9a56"
"usually   means most of the time","e8be-1ae3-8fb2-cd7a"
"result   means outcome","7901-400c-bd8e-65d4"
"product   means result","b47b-5eb4-2cb7-8eb7"
"process   is similar to method","4ae0-e4c8-99a5-9f67"
"actions   mean behavior","d1a1-ab79-fec3-c7aa"
"determine  is similar to  cause","42b0-6c36-d935-0461"
"human   is similar to individual","b570-7eff-8acd-4a60"
"disease   means illness","02d9-f788-cefc-90a5"
"following an order means  performing an action on command","4717-6dc2-b3fe-7eb4"
"to prey on an animal means  to eat that animal","8a42-072b-e4b3-99aa"
"a button   is similar to a switch","7f19-f2c7-0bb4-b965"
"to illuminate  means  to light up","1eac-3e2d-0cfd-1299"
"to categorize  means  to classify","320a-4424-fefe-faa1"
"fuel efficient   means  uses less fuel","eb81-bd38-a572-31e8"
"resource management   means  managing the use of resources","390a-83cc-3a2d-0c8c"
"transit system   means public transportation","4a51-b784-e03b-a1ad"
"desirable result   means positive impact","698b-45fa-1d5f-8823"
"identical   means copy","2a66-b714-9100-e469"
"everyday   means daily","56d5-e12f-04d1-a637"
"to group  means  to separate","03f9-4dbd-3b0a-1fd6"
"to reflect light means  to scatter light","435d-bfb8-b572-6c84"
"the atmosphere   is similar to the sky","0e85-1362-e513-8912"
"to pass through  means  to move through","ef94-9bb3-a1cd-9712"
"sound wave   is similar to sound","bc8e-4949-4a6a-b8ec"
"astronomical body   means celestial body","739b-bdb0-91b2-1056"
"controlling a population is similar to  decreasing a population","1fcd-07b3-f366-f202"
"decreasing something is similar to  fighting something","252e-8de8-4e74-54c8"
"abiotic   means nonliving","1bc6-7869-9e8a-2334"
"forming  is similar to growing","f294-063d-cd07-8ae6"
"rate   is similar to speed","65f5-c785-c553-77a9"
"to contain something means  to have that something","8d8c-3057-ce7d-c4df"
"the Appalachians   means the Appalachian Mountains","68b6-61ac-7d62-1ed8"
"being pushed together  is similar to  colliding","f0d1-0312-a9a0-4536"
"dental   is similar to tooth","3d35-52d8-e78d-7776"
"drawing back up; into is similar to  returning","f18a-b030-5f66-5ffb"
"to pass into  means  to enter","e610-8d7d-30ac-e4fd"
"to repair  means  to fix damage","e8ab-f168-ec58-ad28"
"a range of a spectrum   means a part of a spectrum","c8bc-aa10-828c-5b58"
"unit   is similar to part","c78b-0a6d-70b9-47ff"
"exerting force on an object means a force acts on an object","78bb-1a9c-dc5f-468b"
"motionless   means  staying in the same place","8ff0-cc75-85e7-9364"
"radiation   means radiant energy","e7e8-9711-1051-9165"
"becoming  is similar to  forming","bf35-b66e-3568-c613"
"the amount of something   is similar to the availability of something","3c4e-c2ed-639b-dfbb"
"amount   is similar to abundance","10c5-1817-5215-93fa"
"the crust of the Earth   is similar to the surface of the Earth","4505-3e07-cfda-f1f5"
"to compact together means  to squeeze together","f9bc-9184-2027-f812"
"below   means lower down","27ea-0171-6777-9e66"
"beneath   means below","e9c9-d042-2f59-cf52"
"to lead to  means  to cause","40d4-a3fa-d96b-ac43"
